Atom type,Coordinate-X,Coordinate-Y,Coordinate-Z,Mulliken charges,NPA charges,NMR Shielding
6,-1.54524,0.78993,0.00359,0.247624,0.30653,17.1939000000
6,1.53181,0.75093,0.08509,0.217017,0.30468,18.2608000000
6,-2.89069,0.73615,-0.45463,0.092208,-0.07227,28.0029000000
6,2.89024,0.6976,0.50382,0.046083,-0.06726,26.7657000000
6,-1.13406,2.88886,-1.12492,-0.011415,-0.03422,30.3339000000
6,1.17671,2.89453,1.14733,-0.012377,-0.03586,30.5447000000
6,-5.56563,-2.56814,0.40462,0.131074,0.00186,10.7493000000
6,5.57165,-2.5787,-0.42384,0.134642,0.00356,10.1617000000
6,-2.48548,2.86258,-1.59357,0.140434,-0.06644,31.8355000000
6,2.53397,2.85853,1.59665,0.142266,-0.06566,32.0650000000
6,-3.78458,-0.40986,-0.14677,-0.039777,-0.06283,26.1896000000
6,3.77908,-0.44714,0.17912,0.052079,-0.06176,27.1256000000
6,-3.33201,1.79077,-1.2244,-0.241793,-0.14623,33.5227000000
6,3.35946,1.76847,1.23479,-0.238072,-0.14560,33.2344000000
6,-6.09685,-4.9584,-0.1795,-0.417990,-0.59066,149.6112000000
6,-7.96406,-3.32242,0.2623,-0.415768,-0.59087,150.4608000000
6,-6.55138,-4.1622,2.1428,-0.518524,-0.60158,155.9441000000
6,6.17032,-4.95064,0.16888,-0.413467,-0.59078,150.2309000000
6,7.98685,-3.28983,-0.37994,-0.416473,-0.59060,151.0910000000
6,6.50652,-4.18078,-2.18238,-0.519121,-0.60113,156.9833000000
6,-5.42343,-2.04493,-0.88926,-0.225912,-0.21500,35.5424000000
6,5.47417,-2.04435,0.8691,-0.219386,-0.20956,35.1088000000
6,-4.79084,-1.9807,1.41097,-0.150073,-0.21566,41.5080000000
6,4.74566,-2.01649,-1.40317,-0.145117,-0.21565,42.5028000000
6,-4.55728,-0.99325,-1.16111,-0.231698,-0.18915,32.7087000000
6,4.6028,-1.00491,1.16615,-0.216617,-0.17993,32.6253000000
6,-3.91669,-0.92903,1.14516,-0.161350,-0.17348,30.6865000000
6,3.86503,-0.97792,-1.11146,-0.195486,-0.17147,31.4953000000
6,-0.28849,3.93441,-1.58237,-0.215995,-0.19153,34.6960000000
6,0.35472,3.96678,1.58559,-0.214628,-0.19166,34.6960000000
6,-2.94865,3.90299,-2.44163,-0.202594,-0.17588,35.6376000000
6,3.02559,3.91319,2.41055,-0.202450,-0.17541,35.6895000000
6,-0.76316,4.91606,-2.41941,-0.130567,-0.20028,38.1070000000
6,0.85656,4.96212,2.38986,-0.130257,-0.20109,38.0556000000
6,-2.11001,4.91152,-2.84487,-0.144573,-0.21198,40.1942000000
6,2.20881,4.94556,2.79799,-0.144092,-0.21180,40.3700500000
1,-4.36123,1.79951,-1.56915,0.172666,0.21605,22.9946750000
1,4.39801,1.7765,1.54983,0.174237,0.21692,22.9946750000
1,-6.77566,-5.80046,-0.01241,0.149995,0.20585,30.8008400000
1,-6.10131,-4.73884,-1.24976,0.144526,0.20459,30.3312500000
1,-5.08772,-5.28266,0.0895,0.156123,0.21014,30.8008400000
1,-8.66536,-4.14273,0.4439,0.149452,0.20548,30.8008400000
1,-8.29918,-2.45808,0.84203,0.157554,0.21111,30.8008400000
1,-8.03302,-3.05817,-0.79545,0.144252,0.20480,30.3312500000
1,-7.24645,-4.99506,2.27863,0.156589,0.21046,30.8008400000
1,-5.56947,-4.49823,2.48655,0.169539,0.20964,30.3312500000
1,-6.88197,-3.35152,2.79771,0.167522,0.20879,30.3312500000
1,6.8522,-5.7854,-0.02195,0.146262,0.20358,30.8008400000
1,6.22476,-4.71709,1.23456,0.145017,0.20593,30.3312500000
1,5.15286,-5.28987,-0.04288,0.160904,0.21300,30.8008400000
1,8.69338,-4.10184,-0.57874,0.147756,0.20432,30.8008400000
1,8.28142,-2.43001,-0.98797,0.155833,0.21004,30.8008400000
1,8.09761,-3.0064,0.66928,0.144555,0.20517,30.3312500000
1,7.21016,-5.00293,-2.33846,0.155233,0.20953,30.8008400000
1,5.5162,-4.53915,-2.47587,0.167432,0.20877,30.3312500000
1,6.79174,-3.37369,-2.86279,0.165711,0.20761,30.3312500000
1,-5.99272,-2.46731,-1.71083,0.165094,0.20824,23.4541333333
1,6.08101,-2.45109,1.67136,0.162684,0.20754,23.4541333333
1,-4.85755,-2.33871,2.43073,0.169803,0.21785,23.7423000000
1,4.77635,-2.38518,-2.421,0.165107,0.21485,23.7423000000
1,-4.45823,-0.63385,-2.18043,0.175653,0.21488,23.4541333333
1,4.53784,-0.63955,2.18597,0.172717,0.21409,23.4541333333
1,-3.33507,-0.50796,1.95615,0.167601,0.22344,23.1057000000
1,3.24347,-0.57476,-1.90208,0.162077,0.21824,23.2606000000
1,0.74884,3.95116,-1.27439,0.193366,0.22539,23.7423000000
1,-0.68651,3.99194,1.29104,0.191259,0.22440,23.7423000000
1,-3.98083,3.8777,-2.77837,0.139127,0.21304,22.9946750000
1,4.06173,3.87977,2.73402,0.139537,0.21347,22.9946750000
1,-0.09453,5.69988,-2.76032,0.148040,0.21695,23.7423000000
1,0.20571,5.76583,2.71869,0.147505,0.21667,23.7423000000
1,-2.47327,5.69723,-3.49926,0.144851,0.21659,23.4541333333
1,2.59358,5.74171,3.42699,0.144698,0.21649,23.4541333333
1,-1.11451,-2.78355,-1.07559,0.363550,0.52039,29.1914000000
15,0.22897,-1.01204,1.19948,0.940136,2.60311,290.7179000000
8,-1.06784,-0.02362,1.133,-0.335963,-0.78630,152.5884000000
8,0.97307,-0.6696,-0.21378,-0.348664,-0.78512,147.6443000000
8,-0.27938,-2.49245,0.95705,-0.458088,-1.00253,218.8163000000
8,0.99883,-0.83172,2.4284,-0.512210,-1.07332,183.2155000000
6,-0.93672,1.24735,-0.90999,-0.031039,-0.06576,39.6588000000
6,0.47338,1.63261,-0.61409,-0.005130,-0.07558,41.2180000000
6,-1.64645,0.43243,-0.04353,0.173319,0.30468,15.1770000000
6,1.41133,0.64898,-0.35232,0.217310,0.30429,15.6086000000
6,-3.00579,0.07236,-0.25275,-0.276293,-0.08088,31.7386500000
6,2.80452,0.89876,-0.24169,-0.262388,-0.06821,28.9244000000
6,-1.58016,1.65677,-2.13059,0.001786,-0.03330,28.6617000000
6,0.90691,3.00142,-0.59497,-0.008997,-0.03418,29.2936000000
6,-3.69832,-0.85195,0.6966,0.189437,0.00966,26.6580000000
6,3.79379,-0.21188,-0.08033,0.103923,0.00190,29.5123000000
6,-2.95752,1.32956,-2.33885,0.136352,-0.06990,32.3902000000
6,2.30266,3.28076,-0.45419,0.166321,-0.06855,31.3612500000
6,-3.64074,0.55259,-1.37233,-0.119944,-0.15209,32.4578000000
6,3.2186,2.20882,-0.31863,-0.171071,-0.14326,27.4836000000
6,-3.65212,-2.23868,0.4491,0.057805,-0.05012,33.6781000000
6,4.43506,-0.41225,1.16144,0.073184,-0.03822,31.5892000000
6,-4.37215,-0.35012,1.82783,0.149458,-0.03871,31.4850000000
6,4.11712,-1.01932,-1.1932,0.099865,-0.04314,32.5132000000
6,-0.89875,2.3416,-3.17348,-0.228349,-0.19228,34.7232000000
6,0.00815,4.09942,-0.65893,-0.214161,-0.19289,34.5107000000
6,-4.28022,-3.15002,1.37461,0.092261,-0.06604,32.9140000000
6,5.43992,-1.4427,1.282,0.113138,-0.05995,31.7386500000
6,-5.01806,-1.26765,2.73546,0.098329,-0.05667,31.3612500000
6,5.10747,-2.05929,-1.05263,0.097899,-0.06373,33.1721000000
6,-3.60643,1.74856,-3.52983,-0.198232,-0.17598,36.1840000000
6,2.74437,4.62986,-0.4383,-0.196368,-0.17336,34.8471000000
6,-4.95022,-2.63984,2.48738,-0.207327,-0.13965,36.0609500000
6,5.74299,-2.23792,0.17691,-0.216253,-0.14316,39.1455000000
6,-2.98145,-2.79939,-0.68913,-0.553787,-0.25643,42.2729000000
6,4.1254,0.35453,2.32904,-0.223273,-0.17180,30.1133000000
6,-4.44021,1.04672,2.12466,-0.233719,-0.18450,33.5697000000
6,3.51634,-0.84594,-2.48002,-0.226219,-0.18628,33.5115000000
6,-1.55074,2.71702,-4.32377,-0.127745,-0.19849,36.6709000000
6,0.4668,5.39452,-0.62031,-0.125657,-0.19938,38.4538000000
6,-2.9227,2.43372,-4.50222,-0.145431,-0.21112,39.4580000000
6,1.84941,5.66689,-0.52284,-0.144877,-0.21232,40.5712000000
6,-4.1908,-4.55504,1.13202,-0.176296,-0.15672,32.9140000000
6,6.10078,-1.62731,2.5353,-0.205698,-0.18145,39.4064000000
6,-5.70228,-0.74693,3.87609,-0.201884,-0.17518,34.3262000000
6,5.42529,-2.87504,-2.18151,-0.203982,-0.17405,37.0468000000
6,-2.91361,-4.15573,-0.87686,-0.054752,-0.19621,37.1306000000
6,4.77984,0.14308,3.50965,-0.132751,-0.20258,39.4064000000
6,-5.10367,1.50301,3.22931,-0.138076,-0.19839,36.0609500000
6,3.85129,-1.64638,-3.53682,-0.148189,-0.20702,40.0337000000
6,-3.52115,-5.04881,0.04857,-0.152578,-0.21991,39.3184000000
6,5.78801,-0.85464,3.6162,-0.139086,-0.20677,38.5729000000
6,-5.74618,0.5964,4.1177,-0.135352,-0.20637,39.7760000000
6,4.81663,-2.68022,-3.38833,-0.144539,-0.21664,38.5114000000
1,-4.68176,0.29584,-1.54282,0.155634,0.22114,22.9803714286
1,4.27859,2.43117,-0.24659,0.161535,0.22258,22.9803714286
1,0.15406,2.56418,-3.06363,0.190084,0.22599,23.4545000000
1,-1.05588,3.91055,-0.72415,0.185558,0.22252,23.4545000000
1,-4.6555,1.50187,-3.66335,0.142061,0.21447,22.9803714286
1,3.80787,4.82681,-0.34195,0.143305,0.21528,22.9803714286
1,-5.42341,-3.32805,3.18243,0.140263,0.20970,22.2055000000
1,6.49527,-3.01628,0.27538,0.136090,0.20587,22.5469000000
1,-2.55442,-2.13325,-1.43084,0.220779,0.23052,23.8372333333
1,3.33625,1.0926,2.27905,0.180847,0.22567,22.9803714286
1,-3.95192,1.74804,1.45873,0.177592,0.22047,22.9803714286
1,2.78265,-0.06081,-2.61721,0.175959,0.21508,23.2293000000
1,-1.00266,3.23273,-5.10563,0.149435,0.21779,23.4545000000
1,-0.24113,6.21614,-0.65922,0.147359,0.21667,23.4545000000
1,-3.42621,2.74408,-5.41187,0.146613,0.21763,23.3010000000
1,2.19803,6.69418,-0.50042,0.145633,0.21714,23.4545000000
1,-4.66329,-5.23022,1.83928,0.140896,0.21530,22.7951000000
1,6.85777,-2.40268,2.60972,0.132726,0.20981,23.1541000000
1,-6.1856,-1.44548,4.55261,0.137731,0.21326,22.6874000000
1,6.16877,-3.65735,-2.05853,0.133879,0.21076,22.9803714286
1,-2.40355,-4.5543,-1.74797,0.161219,0.22151,23.6779000000
1,4.5144,0.72903,4.38352,0.143810,0.21540,23.8372333333
1,-5.13906,2.56756,3.43696,0.148020,0.21666,23.4545000000
1,3.37809,-1.49223,-4.50156,0.141778,0.21305,23.8372333333
1,-3.45441,-6.11888,-0.11572,0.148926,0.22024,23.4545000000
1,6.29474,-1.00683,4.56391,0.139751,0.21342,23.6779000000
1,-6.26665,0.97892,4.98964,0.145532,0.21684,23.4545000000
1,5.06852,-3.30703,-4.23782,0.140811,0.21381,23.4545000000
1,-0.99255,-2.67136,0.32218,0.380020,0.53230,28.3224000000
8,-1.25439,-2.1031,-0.70717,-0.346940,-0.56553,-232.1130000000
7,-0.12057,-0.10736,-0.37213,-0.289101,-0.51298,-143.5582000000
6,3.43926,-0.71949,0.35165,0.060044,0.03350,16.9076000000
6,2.27289,-0.02782,-0.05161,0.137136,-0.14393,30.2810000000
6,4.65378,-0.02887,0.33443,-0.147168,-0.21815,31.8068000000
6,2.36082,1.3154,-0.45394,-0.180688,-0.14450,33.8569000000
6,3.41414,-2.16536,0.79361,-0.540992,-0.63622,164.4446000000
6,4.72947,1.30196,-0.06628,-0.134430,-0.17317,29.5640000000
6,0.97255,-0.69977,-0.06053,-0.042514,0.19195,-7.2587000000
6,3.57689,1.97946,-0.46428,-0.142030,-0.22436,37.6017000000
6,-2.55677,-0.20386,-0.11969,0.038387,-0.16340,27.9267000000
6,-1.28361,-0.92127,-0.41822,0.298904,0.65443,-13.9800000000
6,-2.5951,1.17265,0.13363,-0.176601,-0.16483,29.0685000000
6,-3.74591,-0.9444,-0.085,-0.176463,-0.15799,31.6973000000
6,-3.80567,1.79642,0.42239,-0.138642,-0.22061,36.5712000000
6,-4.95232,-0.31938,0.20261,-0.128716,-0.21786,38.4880000000
6,-4.9839,1.05294,0.45738,-0.133056,-0.18570,28.3238000000
1,5.55848,-0.54498,0.64114,0.138344,0.21242,23.6908333333
1,1.44983,1.81621,-0.75957,0.170540,0.23341,22.2427000000
1,2.7673,-2.31984,1.66183,0.176385,0.22316,29.0237000000
1,3.0565,-2.83136,0.00323,0.181422,0.22614,28.8899000000
1,4.41563,-2.49797,1.07096,0.143567,0.21930,29.6016000000
1,0.94969,-1.76,0.20584,0.151185,0.18302,21.2966000000
1,5.68895,1.80954,-0.06809,0.148350,0.21599,23.6908333333
1,3.6307,3.01624,-0.77921,0.148534,0.21811,23.6908333333
1,-1.67503,1.7415,0.0951,0.170893,0.23471,22.3365000000
1,-3.69896,-2.00808,-0.28721,0.173740,0.23638,22.5023000000
1,-3.83076,2.86384,0.61675,0.145388,0.21579,23.6179500000
1,-5.87001,-0.89809,0.22831,0.146874,0.21648,23.6179500000
1,-5.92727,1.54143,0.6808,0.147646,0.21442,23.2496000000
8,1.93356,1.90774,1.09849,-0.348382,-0.56598,-229.4618000000
7,0.9904,-0.12046,0.47718,-0.291056,-0.51459,-140.3329000000
6,-2.67271,0.20173,-0.02549,0.068440,-0.02442,27.6433000000
6,-3.83102,-0.64445,-0.06708,0.116643,-0.07209,28.2909000000
6,-1.39639,-0.40202,0.2517,0.123710,-0.11696,34.4355000000
6,-2.86092,1.58952,-0.2665,-0.221602,-0.19574,42.5498000000
6,-3.688,-2.03523,0.16117,-0.176005,-0.14422,29.9463000000
6,-1.31629,-1.77111,0.46298,-0.166313,-0.13653,35.1443000000
6,-5.10404,-0.07741,-0.33831,-0.183488,-0.17304,35.6378500000
6,-2.45568,-2.58872,0.42071,-0.136195,-0.22074,39.6688000000
6,-4.10818,2.10571,-0.52659,-0.147221,-0.19405,36.9382000000
6,-5.24451,1.26827,-0.56324,-0.145964,-0.21112,36.8659000000
6,-0.1733,0.3981,0.32838,-0.042130,0.19217,-5.7924000000
6,3.39133,0.27128,0.18056,0.037088,-0.16317,27.9472000000
6,2.06718,0.79477,0.62439,0.302189,0.65421,-13.5869000000
6,3.55467,-1.03365,-0.29992,-0.175019,-0.16453,30.4028000000
6,4.49945,1.12701,0.24063,-0.176514,-0.15783,31.3476000000
6,4.80785,-1.47244,-0.7182,-0.139205,-0.22080,36.6806000000
6,5.74865,0.68635,-0.17647,-0.129035,-0.21784,35.6378500000
6,5.90476,-0.61497,-0.65745,-0.132082,-0.18548,28.6971000000
1,-2.0158,2.26569,-0.25066,0.146927,0.21465,22.3076500000
1,-4.57432,-2.66207,0.12743,0.143756,0.21402,22.8784000000
1,-0.3423,-2.19798,0.67039,0.173034,0.23553,21.7704000000
1,-5.96938,-0.73293,-0.3653,0.140416,0.21357,22.9727000000
1,-2.35946,-3.65513,0.59508,0.148719,0.21989,23.3221333333
1,-4.22003,3.17,-0.70652,0.148968,0.21765,23.2083500000
1,-6.22194,1.69148,-0.76981,0.147525,0.21812,23.2083500000
1,-0.26256,1.48508,0.26967,0.128981,0.18149,20.5448000000
1,2.69737,-1.69341,-0.33578,0.169969,0.23465,22.3076500000
1,4.35628,2.13293,0.61758,0.173998,0.23647,22.4206000000
1,4.92977,-2.48527,-1.08851,0.145302,0.21574,23.4550000000
1,6.60287,1.35393,-0.12786,0.146931,0.21652,23.3221333333
1,6.8816,-0.95961,-0.98226,0.147613,0.21445,23.3221333333
6,-1.80617,-3.40554,3.69101,-0.145700,-0.21439,38.7321000000
6,-0.45363,-3.54557,3.30672,-0.127379,-0.20137,37.4738000000
6,-0.00787,-3.03536,2.11091,-0.239283,-0.19406,35.3262000000
6,-0.89072,-2.35316,1.23116,-0.022199,-0.03587,31.2349000000
6,-2.25041,-2.17752,1.64085,0.166659,-0.06874,32.3534000000
6,-2.68057,-2.73205,2.87587,-0.200799,-0.17305,34.5641000000
6,-0.47135,-1.79189,-0.0204,-0.062957,-0.07480,40.6805000000
6,-1.37625,-1.01572,-0.7216,0.214397,0.30180,18.5114000000
6,-2.73545,-0.84346,-0.34928,0.027430,-0.06374,31.0421000000
6,-3.14086,-1.44516,0.82181,-0.193447,-0.12316,28.0948000000
6,0.90528,-1.99574,-0.55969,0.032496,-0.06567,39.3834000000
6,1.42241,-3.30885,-0.82945,-0.015317,-0.03660,27.7424000000
6,2.76977,-3.44083,-1.2916,0.146004,-0.06747,33.7411000000
6,3.5518,-2.27935,-1.4997,-0.203814,-0.15107,29.5667000000
6,3.04682,-1.0124,-1.31036,0.033238,-0.06635,29.1979000000
6,1.70214,-0.90601,-0.86,0.095405,0.30603,17.1959000000
6,0.64169,-4.48909,-0.70308,-0.223362,-0.19148,37.7245000000
6,1.17474,-5.72587,-0.97841,-0.130877,-0.20086,37.7245000000
6,2.51829,-5.85548,-1.39433,-0.144100,-0.21166,40.3019000000
6,3.29418,-4.73438,-1.55108,-0.201365,-0.17669,33.5501000000
8,-0.9284,-0.36508,-1.8798,-0.365565,-0.79382,157.8121000000
8,1.18356,0.37912,-0.70308,-0.334394,-0.79063,151.5524000000
15,0.01904,0.94073,-1.68304,0.980644,2.61251,288.3676000000
8,-0.57222,2.17415,-1.16281,-0.538646,-1.09019,189.4404000000
8,0.63645,1.09128,-3.14594,-0.459849,-0.98638,231.6529000000
6,-3.68833,-0.08758,-1.20711,0.014075,-0.09987,33.5501000000
6,3.86891,0.18786,-1.62391,-0.057921,-0.10493,33.4418000000
6,4.39525,0.34253,-2.90925,-0.209352,-0.18335,30.5740000000
6,5.17721,1.44244,-3.25115,-0.178001,-0.24248,46.2262000000
6,5.44776,2.39955,-2.28083,-0.150946,-0.18247,37.1072000000
6,4.95586,2.25805,-0.98512,-0.215668,-0.28631,49.7344000000
6,4.16545,1.15665,-0.63657,0.293867,0.33895,7.1121000000
6,-4.46228,0.97424,-0.68954,0.194493,0.32844,7.5235000000
6,-5.3938,1.61114,-1.51791,-0.215044,-0.27471,45.2576000000
6,-5.5451,1.22755,-2.84583,-0.136628,-0.18920,34.5641000000
6,-4.77663,0.19126,-3.36842,-0.166300,-0.23490,46.3136000000
6,-3.86311,-0.45711,-2.54622,-0.154745,-0.16667,29.4016000000
8,-4.30298,1.27613,0.63114,-0.306031,-0.53214,172.5507000000
6,-4.15588,2.64454,1.1582,0.020192,0.27001,97.1678000000
6,-3.46644,3.57898,0.16347,-0.430406,-0.65025,159.9675000000
6,-5.53269,3.16327,1.58883,-0.386795,-0.62209,153.3775000000
6,-3.26808,2.43393,2.38736,-0.417369,-0.60567,151.3806000000
8,3.70292,0.87261,0.60639,-0.278856,-0.51513,153.4753000000
6,3.43601,1.84199,1.6753,0.018675,0.27179,97.8777000000
6,4.74534,2.22657,2.37673,-0.394770,-0.62692,154.2152000000
6,2.56057,1.02942,2.63339,-0.424662,-0.60577,151.5312000000
6,2.65643,3.0557,1.1623,-0.427612,-0.64149,161.7174000000
1,-2.14546,-3.81917,4.63514,0.144106,0.21610,23.6861909091
1,0.24203,-4.05596,3.96505,0.146887,0.21611,23.6861909091
1,1.03443,-3.14263,1.83897,0.191145,0.22410,23.6861909091
1,-3.71786,-2.6012,3.16909,0.141398,0.21438,22.9779000000
1,-4.16993,-1.33116,1.14154,0.160580,0.22402,22.7205000000
1,4.58134,-2.39277,-1.8244,0.166417,0.21842,23.0821000000
1,-0.39222,-4.41097,-0.39304,0.194043,0.22610,23.6861909091
1,0.55513,-6.61118,-0.87876,0.148762,0.21726,23.6861909091
1,2.92862,-6.8387,-1.60027,0.145242,0.21681,23.6861909091
1,4.32316,-4.81969,-1.88768,0.140567,0.21344,22.9779000000
1,1.04222,0.30414,-3.5298,0.353644,0.51555,28.6402000000
1,4.16897,-0.41193,-3.65705,0.170284,0.21222,23.8845000000
1,5.56315,1.54913,-4.25897,0.142597,0.21688,23.9444000000
1,6.05485,3.26638,-2.52226,0.143287,0.21471,23.6861909091
1,5.21074,3.00375,-0.24694,0.157602,0.21489,23.6861909091
1,-6.01288,2.40261,-1.11709,0.162671,0.21416,23.6861909091
1,-6.27288,1.73831,-3.46863,0.141436,0.21332,23.6861909091
1,-4.89284,-0.11545,-4.40241,0.139999,0.21501,24.1106000000
1,-3.26669,-1.27099,-2.94356,0.151881,0.21430,23.6861909091
1,-4.08674,3.79814,-0.70668,0.147331,0.21178,30.4154000000
1,-2.52211,3.16009,-0.18869,0.203790,0.25597,30.1031000000
1,-3.25313,4.52962,0.66041,0.146556,0.21403,31.1997000000
1,-6.02677,2.43462,2.23581,0.153493,0.21485,30.1907000000
1,-5.42819,4.0987,2.1459,0.148134,0.21059,30.7846000000
1,-6.18708,3.36071,0.73791,0.129431,0.20286,29.9797000000
1,-3.71806,1.70095,3.06096,0.149006,0.21087,30.7195000000
1,-2.2858,2.066,2.0871,0.163300,0.22237,30.9622666667
1,-3.13695,3.37127,2.93441,0.142042,0.20439,31.2564000000
1,4.52791,2.78783,3.28951,0.150877,0.21335,30.9622666667
1,5.39543,2.84723,1.75959,0.137124,0.20425,29.9200000000
1,5.30075,1.32808,2.65529,0.158975,0.21813,30.6124000000
1,1.62962,0.73999,2.14453,0.166744,0.22471,30.7846000000
1,2.3195,1.61521,3.52384,0.145173,0.20627,31.4276000000
1,3.08102,0.12184,2.94726,0.154124,0.21354,30.9622666667
1,1.75428,2.74044,0.63628,0.184684,0.23987,30.3307000000
1,3.23916,3.68582,0.4903,0.147742,0.21157,29.7641000000
1,2.35443,3.67445,2.01159,0.151509,0.21571,31.0920000000
15,0.00061,1.97887,0.09522,0.907074,2.58977,283.9624000000
8,0.99667,0.94248,0.84714,-0.361547,-0.78642,160.1861000000
8,-0.97813,0.99118,-0.72848,-0.366906,-0.78379,165.3522000000
8,0.80501,2.5669,-1.15968,-0.475640,-0.99210,222.6593000000
8,-0.56002,2.95784,1.03179,-0.512514,-1.07691,171.7389000000
6,0.70127,-1.18634,-0.19286,-0.071273,-0.06532,39.3428000000
6,-0.72415,-1.17666,0.24967,-0.055594,-0.06537,39.2816000000
6,1.53287,-0.13487,0.1411,0.243370,0.30627,17.6559000000
6,-1.53996,-0.10624,-0.06786,0.215157,0.30413,18.8068000000
6,1.23347,-2.24191,-1.00755,-0.015574,-0.03427,29.8932500000
6,-1.27802,-2.24234,1.03563,-0.016674,-0.03589,29.8932500000
6,2.91624,-0.08258,-0.18585,0.095625,-0.07263,27.8425000000
6,-2.93262,-0.05852,0.21784,0.044527,-0.06739,26.4833000000
6,2.62386,-2.21813,-1.34294,0.140742,-0.06662,31.8819000000
6,-2.67258,-2.21251,1.35099,0.143014,-0.06569,31.8032000000
6,3.4304,-1.14342,-0.90025,-0.243518,-0.14647,33.5509000000
6,-3.46505,-1.12936,0.90426,-0.237893,-0.14607,33.3020500000
6,3.77706,1.0672,0.19505,-0.031241,-0.06586,27.0205000000
6,-3.79116,1.08164,-0.19422,0.056137,-0.06521,27.4884000000
6,0.43523,-3.28952,-1.53918,-0.215589,-0.19136,35.4400000000
6,-0.49535,-3.3056,1.55925,-0.213410,-0.19157,35.4400000000
6,3.16654,-3.26332,-2.13624,-0.200796,-0.17583,36.1364000000
6,-3.23424,-3.26552,2.1205,-0.201118,-0.17543,36.1889000000
6,0.98812,-4.27548,-2.32137,-0.130311,-0.20025,37.5657500000
6,-1.06646,-4.29899,2.31848,-0.130405,-0.20109,37.5657500000
6,2.37011,-4.2737,-2.61363,-0.145252,-0.21196,39.8137000000
6,-2.45221,-4.28949,2.5928,-0.144486,-0.21177,39.9700000000
6,4.64559,1.6341,-0.74609,-0.217780,-0.18940,33.1146000000
6,-4.70207,1.63904,0.71113,-0.201539,-0.17985,32.8992000000
6,3.77826,1.60122,1.49256,-0.155465,-0.17554,30.6966000000
6,-3.75874,1.60009,-1.49631,-0.183384,-0.17340,31.7396000000
6,5.48777,2.68871,-0.40297,-0.182680,-0.21223,33.8063000000
6,-5.55115,2.67263,0.32861,-0.176706,-0.20629,33.3020500000
6,4.62375,2.6512,1.82873,-0.168498,-0.20514,35.9152000000
6,-4.61362,2.62849,-1.8731,-0.166881,-0.20552,36.6458000000
6,5.49639,3.21558,0.89045,0.099352,-0.01953,22.3893000000
6,-5.52388,3.1878,-0.96944,0.102145,-0.01751,21.9831000000
6,6.42115,4.34425,1.27495,-0.481627,-0.62239,162.0448000000
6,-6.41915,4.33183,-1.37692,-0.480764,-0.62151,161.0674000000
1,4.48831,-1.15406,-1.14282,0.172747,0.21601,22.9605250000
1,-4.52928,-1.14186,1.11669,0.173861,0.21694,22.9605250000
1,-0.62728,-3.30362,-1.33375,0.192773,0.22531,23.8035666667
1,0.56989,-3.32435,1.3679,0.190820,0.22432,23.8035666667
1,4.22642,-3.23993,-2.37186,0.138996,0.21302,22.9605250000
1,-4.29696,-3.23723,2.3422,0.139412,0.21346,22.9605250000
1,0.3552,-5.06064,-2.72213,0.148024,0.21698,23.6920500000
1,-0.44549,-5.09555,2.71544,0.147527,0.21672,23.6920500000
1,2.7945,-5.06292,-3.22563,0.144939,0.21661,23.3951333333
1,-2.89112,-5.08415,3.1873,0.144770,0.21653,23.3951333333
1,4.64282,1.26287,-1.76582,0.176225,0.21685,23.5634000000
1,-4.72852,1.277,1.73373,0.172204,0.21612,23.5093000000
1,3.11436,1.19034,2.24317,0.169657,0.22432,23.1503000000
1,-3.06675,1.18908,-2.22163,0.163075,0.21871,23.3951333333
1,6.14349,3.11175,-1.15896,0.145610,0.21094,23.6920500000
1,-6.23988,3.09086,1.05738,0.143939,0.21037,23.6309000000
1,4.60458,3.04053,2.84301,0.151029,0.21337,23.6920500000
1,-4.5727,3.00365,-2.89215,0.145396,0.21007,23.8035666667
1,1.19192,3.4342,-0.9907,0.363675,0.52040,29.2156500000
1,5.89844,5.11484,1.84846,0.156115,0.21914,29.2968500000
1,7.24631,3.98494,1.89925,0.161249,0.22137,29.2968500000
1,6.8603,4.82196,0.39649,0.141471,0.21397,29.7660000000
1,-5.89356,5.29025,-1.3021,0.162333,0.22176,29.2156500000
1,-6.75689,4.22985,-2.41156,0.148687,0.21571,29.4780000000
1,-7.30454,4.39711,-0.7403,0.143389,0.21440,29.6808000000
6,-2.57771,3.79753,-1.91692,-0.054613,-0.25392,141.8062000000
6,-2.74906,2.395,-1.30247,-0.151035,-0.22304,133.2193000000
6,-1.93911,1.33931,-2.06955,-0.204844,-0.02268,37.8393000000
6,-0.7152,1.72193,-2.48256,0.254049,0.27893,19.0251000000
6,-0.23495,3.11475,-2.47473,0.102682,-0.09332,21.7758000000
6,-1.12997,4.08456,-2.21023,-0.245440,-0.10998,23.8535000000
6,-3.19542,4.87415,-1.00191,-0.343005,-0.38187,150.9640000000
6,-4.65661,4.57515,-0.64943,-0.266890,-0.39416,157.4241000000
6,-4.8137,3.16558,-0.06617,-0.285854,-0.39019,156.5816000000
6,-4.22937,2.10842,-1.01247,-0.341720,-0.39279,153.0067000000
6,-2.30814,-0.10976,-2.07037,0.056320,-0.08454,33.1617000000
6,-3.38473,-0.63327,-2.82736,0.010930,0.01300,25.8302000000
6,-3.69969,-1.99596,-2.71439,0.075291,-0.02186,28.3845000000
6,-2.95458,-2.80937,-1.85857,-0.251341,-0.16652,31.3211000000
6,-1.8336,-2.35202,-1.16803,0.070625,-0.07253,28.0390000000
